번호,개방서비스명,소재지전화,도로명전체주소,사업장명,업태구분명,진료과목내용명
394,의원,031-227-7775,경기도 화성시 효행구 봉담읍 동화길 81-10,봉담튼튼정형외과의원,의원,가정의학과 재활의학과 진단검사의학과 병리과 영상의학과 비뇨의학과 피부과 이비인후과 안과 소아청소년과 마취통증의학과 성형외과 심장혈관흉부외과 신경외과 정형외과 외과 정신건강의학과 신경과 내과
395,의원,031-308-7575,경기도 화성시 효행구 봉담읍 와우로73번길 6 (태천센타),봉담21세기정형외과의원,의원,재활의학과 마취통증의학과 신경외과 정형외과 외과 내과
396,의원,031-548-2293,"경기도 화성시 효행구 봉담읍 와우로73번길 6, 태천센타",준내과의원,의원,내과
397,의원,031-222-7589,경기도 화성시 효행구 봉담읍 효행로 278 (이마트),드림모아의원,의원,내과 정형외과 마취통증의학과 소아청소년과 이비인후과 피부과 가정의학과
398,의원,031-278-2525,"경기도 화성시 효행구 봉담읍 동화길 85, 304~306호",팔복내과가정의학과의원,의원,내과 외과 산부인과 소아청소년과 안과 이비인후과 피부과 비뇨의학과 영상의학과 병리과 가정의학과
399,의원,031-355-3582,"경기도 화성시 효행구 비봉면 비봉로 112, 2층",한마음의원,의원,내과 외과 정형외과 소아청소년과 비뇨의학과 피부과 안과
400,의원,031-297-8787,"경기도 화성시 효행구 봉담읍 동화길 89, 4층 403,404호 (주공프라자)",미즈여성의원,의원,산부인과 성형외과 피부과
401,의원,031-278-7511,"경기도 화성시 효행구 봉담읍 동화길 91, 5층",봉담메디본정형외과의원,의원,정형외과 내과 신경외과 외과 피부과 재활의학과 비뇨의학과 가정의학과 마취통증의학과
402,의원,031-613-7575,"경기도 화성시 효행구 봉담읍 동화서북안2길 9, 5층",153정형외과의원,의원,내과 심장혈관흉부외과 이비인후과 영상의학과 정형외과 성형외과 소아청소년과 마취통증의학과 재활의학과 비뇨의학과 신경외과
403,의원,031-278-2315,"경기도 화성시 효행구 봉담읍 동화길 85, 이원타워 6층 606호",수의원,의원,피부과 비뇨의학과
404,의원,031-298-1475,"경기도 화성시 효행구 봉담읍 동화길 81-10, 302,303호 (상도프라자)",성모피부과의원,의원,피부과 비뇨의학과
405,의원,031-298-7434,"경기도 화성시 효행구 봉담읍 동화길 91, 401~403호 (웅신아트프라자)",성모내과의원,의원,내과 외과 소아청소년과 비뇨의학과 산부인과 피부과 이비인후과 정형외과
406,의원,031-278-7373,"경기도 화성시 효행구 봉담읍 삼천병마로 1344, 1,2,3,5층",지엠산부인과의원,의원,산부인과 소아청소년과
407,의원,031-227-2064,"경기도 화성시 효행구 봉담읍 동화길 93-2, 301호 (제이스프라자)",밝은성모안과의원,의원,안과
408,의원,031-278-5932,"경기도 화성시 효행구 봉담읍 동화길 81-10, 502,503호",고려이비인후과의원,의원,내과 이비인후과
409,의원,031-278-7577,"경기도 화성시 효행구 봉담읍 동화길 81-10, 403호 (상도프라자)",우리내과의원,의원,내과 소아청소년과 이비인후과 피부과 비뇨의학과
410,의원,031-227-0191,"경기도 화성시 효행구 봉담읍 동화길 93-2, 401호 (제이스프라자)",둘이이비인후과의원,의원,소아청소년과 이비인후과 피부과
411,의원,031-223-6554,"경기도 화성시 효행구 봉담읍 참샘길 2, 1층",봄소아청소년과의원,의원,내과 소아청소년과 이비인후과
412,의원,031-298-7119,경기도 화성시 효행구 봉담읍 삼천병마로 1316,삼성정형외과의원,의원,내과 정형외과 신경외과 외과 피부과 비뇨의학과 소아청소년과 재활의학과
413,의원,031-298-7542,경기도 화성시 효행구 봉담읍 시청로 1401,유리중앙의원,의원,내과 소아청소년과 이비인후과 피부과 정형외과 외과
414,의원,031-222-2811,경기도 화성시 효행구 봉담읍 참샘길 7,삼성의원,의원,내과 소아청소년과 외과 재활의학과 신경외과 정형외과
415,의원,031-298-3377,경기도 화성시 효행구 봉담읍 샘마을길 33,봉담세화의원,의원,내과 소아청소년과 정형외과 외과 피부과 비뇨의학과 신경과
416,의원,031-227-7888,경기도 화성시 효행구 봉담읍 진등1길 65,봉담성모의원,의원,내과 소아청소년과 외과 정형외과 피부과 비뇨의학과 이비인후과
417,의원,031-222-3061,경기도 화성시 효행구 봉담읍 와우안길 52,세종의원,의원,내과 소아청소년과 외과
418,의원,031-227-9260,"경기도 화성시 효행구 봉담읍 삼천병마로 1276, 2층 (양지빌딩)",이진의원,의원,내과 외과
419,의원,0507-1348-2223,"경기도 화성시 효행구 봉담읍 상리1길 72, 2층",이지소아청소년과의원,의원,소아청소년과
420,의원,031-355-8899,"경기도 화성시 효행구 비봉면 푸른들판로 1628, 솔보프라자 3층 303~305호",굿초이스내과의원,의원,피부과 소아청소년과 내과
421,의원,031-831-3850,"경기도 화성시 효행구 비봉면 간곡2길 8, 4층, 5층(영도프라자)",서울메디컬의원,의원,피부과 소아청소년과 정형외과 내과
422,의원,031-8067-5775,"경기도 화성시 효행구 봉담읍 상리중심상가길 28-8, 309~315호",유앤아이의원 화성봉담점,의원,피부과
423,의원,031-831-9834,"경기도 화성시 효행구 효행로 271, 3층 일부호(기안동)",비전성모내과의원,의원,내과 정형외과 소아청소년과 이비인후과 가정의학과
424,의원,031-366-2875,경기도 화성시 효행구 정남면 만년로 421,연세치과의원,치과의원,구강악안면외과 치주과
425,의원,031-359-8280,"경기도 화성시 효행구 정남면 서봉로 1006-4, 3층 305호 (서봉빌딩)",김대섭치과의원,치과의원,구강악안면외과 치과보철과 소아치과 치주과 치과보존과 구강내과 영상치의학과 예방치과 통합치의학과
426,의원,031-8059-0072,경기도 화성시 효행구 정남면 서봉로 1104,본치과의원,치과의원,치과보철과 치주과 치과보존과
427,의원,031-267-2828,"경기도 화성시 효행구 효행로 287, 202호 (효행구 기안동, 보보스프라자)",사랑의치과의원,치과의원,구강악안면외과 치과보철과 소아치과 치주과 치과보존과 구강내과 영상치의학과 구강병리과 예방치과 통합치의학과
428,의원,031-224-8422,경기도 화성시 효행구 효행로265번길 4 (효행구 기안동),연세화이트치과의원,치과의원,구강악안면외과 치과보철과 소아치과 치주과 치과보존과 구강내과 영상치의학과 예방치과 통합치의학과
429,의원,031-353-3947,"경기도 화성시 효행구 정남면 만년로 535, 2층",정남치과의원,치과의원,구강악안면외과 치과보철과 치과교정과 소아치과 치주과 치과보존과 구강내과 구강악안면방사선과 구강병리과 예방치과
430,의원,031-293-2879,"경기도 화성시 효행구 봉담읍 상리2길 51, 203호",연세세브란스치과의원,치과의원,통합치의학과 예방치과 구강병리과 영상치의학과 구강내과 치과보존과 치주과 소아치과 치과교정과 치과보철과 구강악안면외과
431,의원,031-355-2882,"경기도 화성시 효행구 비봉면 푸른들판로 1628, 솔보프라자 제1동 4층 403,404호",비봉스마트치과의원,치과의원,통합치의학과 예방치과 구강병리과 영상치의학과 구강내과 치과보존과 치주과 소아치과 치과교정과 치과보철과 구강악안면외과
432,의원,031-296-2880,"경기도 화성시 효행구 봉담읍 상리중심상가길 28-8, 3층 304,305,306호",봉담탑치과의원,치과의원,통합치의학과 예방치과 구강병리과 영상치의학과 구강내과 치과보존과 치주과 소아치과 치과교정과 치과보철과 구강악안면외과
433,의원,031-293-2026,"경기도 화성시 효행구 봉담읍 삼천병마로 1283, 301,302호",보스턴치과교정과치과의원,치과의원,예방치과 구강병리과 영상치의학과 구강내과 치과보존과 치주과 소아치과 치과교정과 치과보철과 구강악안면외과
434,의원,031-8067-7507,"경기도 화성시 효행구 봉담읍 상리중심상가길 28-18, 604,605호",상아치과교정과치과의원,치과의원,치과보존과 구강병리과 구강악안면외과 통합치의학과 치주과 치과교정과 소아치과 영상치의학과 구강내과 치과보철과 예방치과
435,의원,031-8067-7509,"경기도 화성시 효행구 봉담읍 상리중심상가길 28-18, 601~603호",상아꾸러기치과의원,치과의원,치과보존과 구강병리과 구강악안면외과 통합치의학과 치주과 치과교정과 소아치과 영상치의학과 구강내과 치과보철과 예방치과
436,의원,031-227-2879,"경기도 화성시 효행구 봉담읍 상리1길 109, 4층",봉담 바로선치과의원,치과의원,치과보존과 구강병리과 구강악안면외과 통합치의학과 치주과 치과교정과 소아치과 영상치의학과 구강내과 치과보철과 예방치과
437,의원,031-298-2888,"경기도 화성시 효행구 봉담읍 상리2길 55, 403~405호",봉담정성치과의원,치과의원,치과보존과 구강병리과 구강악안면외과 통합치의학과 치주과 치과교정과 소아치과 영상치의학과 구강내과 치과보철과 예방치과
438,의원,031-294-2879,"경기도 화성시 효행구 봉담읍 삼천병마로 1276, 2층 일부호",미소진치과의원,치과의원,치과보존과 구강병리과 구강악안면외과 통합치의학과 치주과 치과교정과 소아치과 영상치의학과 구강내과 치과보철과 예방치과
439,의원,031-304-2888,"경기도 화성시 효행구 봉담읍 상리중심상가길 6-4, 301~304호",365온가족치과의원,치과의원,구강악안면외과 치과보철과 치과교정과 소아치과 치주과 치과보존과 구강내과 영상치의학과 구강병리과 예방치과 통합치의학과
440,의원,031-298-7528,경기도 화성시 효행구 봉담읍 삼천병마로 1268,바른치과의원,치과의원,통합치의학과 예방치과 구강병리과 영상치의학과 구강내과 치과보존과 치주과 소아치과 치과교정과 치과보철과 구강악안면외과
441,의원,031-305-2279,"경기도 화성시 효행구 봉담읍 와우로 24, 도원프라자 A동 202,203호",건강한건치과의원,치과의원,통합치의학과 예방치과 구강병리과 영상치의학과 구강내과 치과보존과 치주과 소아치과 치과교정과 치과보철과 구강악안면외과
442,의원,031-226-2777,"경기도 화성시 효행구 봉담읍 와우로 20, 미래프라자 2층 201호",연세서울미래치과의원,치과의원,통합치의학과 예방치과 구강병리과 영상치의학과 구강내과 치과보존과 치주과 소아치과 치과교정과 치과보철과 구강악안면외과
443,의원,031-297-7728,"경기도 화성시 효행구 봉담읍 동화길 93-16, 403호 (스타타워1차)",우리아이키즈치과의원,치과의원,통합치의학과 예방치과 구강병리과 영상치의학과 구강내과 치과보존과 치주과 소아치과 치과교정과 치과보철과 구강악안면외과
444,의원,031-221-4222,"경기도 화성시 효행구 봉담읍 와우로 79, 3층 (301호,302호)",와우e치과의원,치과의원,통합치의학과
445,의원,031-296-2870,"경기도 화성시 효행구 봉담읍 삼천병마로 1273, 3층 (이안건물)",골든치과의원,치과의원,구강악안면외과 치과보철과 치과교정과 소아치과 치주과 치과보존과 구강내과 영상치의학과 예방치과 통합치의학과
446,의원,031-356-6575,"경기도 화성시 효행구 비봉면 비봉로 112, 2층",신한주치과의원,치과의원,통합치의학과 예방치과 구강병리과 영상치의학과 구강내과 치과보존과 치주과 소아치과 치과교정과 치과보철과 구강악안면외과
447,의원,031-221-2829,"경기도 화성시 효행구 봉담읍 와우로73번길 6, 3층 (태천프라자)",플러스치과의원,치과의원,통합치의학과
